method,method_type,compute,date_introduced,reference_url,all__pos,all__elo,all__elo+,all__elo-,all__rank,all__winrate,all__improvability,all__imputed,all__time_train_s,all__time_infer_s,all__rank=1_count,classification__pos,classification__elo,classification__elo+,classification__elo-,classification__rank,classification__winrate,classification__improvability,classification__imputed,classification__time_train_s,classification__time_infer_s,classification__rank=1_count,binary__pos,binary__elo,binary__elo+,binary__elo-,binary__rank,binary__winrate,binary__improvability,binary__imputed,binary__time_train_s,binary__time_infer_s,binary__rank=1_count,multiclass__pos,multiclass__elo,multiclass__elo+,multiclass__elo-,multiclass__rank,multiclass__winrate,multiclass__improvability,multiclass__imputed,multiclass__time_train_s,multiclass__time_infer_s,multiclass__rank=1_count,regression__pos,regression__elo,regression__elo+,regression__elo-,regression__rank,regression__winrate,regression__improvability,regression__imputed,regression__time_train_s,regression__time_infer_s,regression__rank=1_count
EBM (default),config,cpu,2019-09,https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf,54.0,1188.6,53.2,55.5,49.911764705882355,0.4245674740484429,0.20720451927467592,0.0,201.3862394398334,0.18454338522518376,1.0,50.0,1241.3,62.1,51.7,45.223684210526315,0.47972136222910217,0.2201257319804425,0.0,248.86588415974066,0.20535503563128013,1.0,48.0,1249.5,63.7,61.4,44.95,0.48294117647058826,0.209720660833197,0.0,191.16758822600048,0.20167160034179682,1.0,52.0,1228.1,126.1,161.0,46.25,0.4676470588235294,0.2591447487826132,0.0,465.2344939112663,0.2191679179668426,0.0,66.0,1020.5,121.1,187.0,63.61538461538461,0.26334841628959277,0.1694348205962814,0.0,62.599585643181435,0.12370933019197897,0.0
NN_TORCH (tuned),hpo,cpu,2019-12,https://arxiv.org/abs/2003.06505,55.0,1188.0,50.0,60.1,49.970588235294116,0.42387543252595156,0.19808225068160717,0.0,29357.971773493522,0.60710202478895,0.0,55.0,1199.3,72.4,64.9,49.171052631578945,0.43328173374613005,0.22450694610068375,0.0,24155.06064368549,0.7120582053535863,0.0,56.0,1198.6,76.7,63.8,49.78333333333333,0.426078431372549,0.21204872359963764,0.0,25066.5624265035,0.8357061862945556,0.0,54.0,1220.7,177.7,191.1,46.875,0.4602941176470588,0.2712252804796067,0.0,20736.928958117962,0.24837827682495112,0.0,55.0,1194.4,111.0,129.4,52.30769230769231,0.39638009049773754,0.12084083330276799,0.0,44566.48122985546,0.30030703544616694,0.0
XGB (default),config,cpu,2014-03,https://arxiv.org/abs/1603.02754,56.0,1183.4,51.8,54.7,50.3921568627451,0.41891580161476355,0.1981322222164475,0.0,13.003299437317194,0.6573358236574659,0.0,54.0,1200.6,62.6,68.5,49.05263157894737,0.4346749226006192,0.21935460540071422,0.0,13.091729760169983,0.5841734095623619,0.0,55.0,1203.0,75.7,72.7,49.36666666666667,0.43098039215686273,0.21282144441244677,0.0,13.365754477183025,0.5689676205317179,0.0,56.0,1208.9,91.3,93.4,47.875,0.4485294117647059,0.2438539591067171,0.0,12.064137071371078,0.6411951184272766,0.0,58.0,1165.4,107.3,124.3,54.30769230769231,0.3728506787330317,0.13609756367782178,0.0,12.744810801285963,0.8711951879354624,0.0
FASTAI (tuned + ensemble),hpo,cpu,2017-09,https://arxiv.org/abs/2003.06505,57.0,1168.9,65.4,67.4,51.71568627450981,0.40334486735870817,0.21399851412192525,0.0,6591.795950641819,16.245619264303468,0.0,53.0,1208.3,65.6,87.5,48.328947368421055,0.44318885448916406,0.23184337042323833,0.0,7277.4807652172285,19.036358243540715,0.0,52.0,1215.2,73.7,96.2,48.21666666666667,0.44450980392156864,0.21562368324685638,0.0,7408.853333028158,20.085110076268514,0.0,59.0,1198.5,178.0,189.6,48.75,0.43823529411764706,0.2926671973346707,0.0,6784.833635926247,15.103538870811462,0.0,64.0,1053.6,70.8,110.6,61.61538461538461,0.2868778280542986,0.16183662647193311,0.0,4587.4864926521595,8.088074555763832,0.0
XT (tuned),hpo,cpu,2006,https://link.springer.com/article/10.1007/s10994-006-6226-1,58.0,1166.8,57.5,64.0,51.911764705882355,0.401038062283737,0.2163314749201573,0.0,1429.3306673461316,0.19910509446088,0.0,59.0,1160.5,62.0,73.5,52.75,0.3911764705882353,0.24239296770139424,0.0,1420.4470345221068,0.19961982651760699,0.0,61.0,1143.8,69.2,84.9,54.833333333333336,0.36666666666666664,0.2344390996932513,0.0,1429.8115853230158,0.2037538369496663,0.0,51.0,1243.4,209.8,181.9,44.9375,0.48308823529411765,0.27221997273193027,0.0,1385.3299690186977,0.1841172873973846,0.0,51.0,1234.9,102.0,99.8,49.46153846153846,0.4298642533936652,0.14015172679038784,0.0,1455.2982094471272,0.19760049306429345,0.0
TA-NORI-30M (default),config,gpu,2026-07-21,https://huggingface.co/Synthefy/Nori-30M,59.0,1163.9,90.4,85.4,52.166666666666664,0.3980392156862745,0.2361748471379596,0.7450980392156863,24.19459312102374,3.7565807828716204,0.0,77.0,1000.0,63.1,84.9,65.98684210526316,0.23544891640866872,0.3036795444570855,1.0,4.080644030320017,0.13749531068299942,0.0,77.0,1000.0,76.4,95.3,66.56666666666666,0.22862745098039217,0.2825706904882605,1.0,3.698057786623637,0.14661488533020017,0.0,71.0,1000.0,90.0,197.2,63.8125,0.2610294117647059,0.3828377468401793,1.0,5.515342444181442,0.10329690575599666,0.0,8.0,1889.0,165.3,95.9,11.76923076923077,0.8733031674208145,0.03885342420513,0.0,82.98921354000385,14.335446009269127,0.0
RF (tuned + ensemble),hpo,cpu,2001-10,https://link.springer.com/article/10.1023/A:1010933404324,60.0,1160.2,53.2,56.1,52.509803921568626,0.394002306805075,0.2156808375440587,0.0,2227.1437476008546,2.46178646181144,0.0,58.0,1169.0,67.4,69.3,51.973684210526315,0.4003095975232198,0.2378075815677335,0.0,2283.87174061725,2.1008308561224687,0.0,62.0,1142.3,61.2,76.3,54.96666666666667,0.3650980392156863,0.2368168569528488,0.0,2392.1128436724343,2.1328755378723145,0.0,44.0,1292.0,208.2,218.2,40.75,0.5323529411764706,0.24152279887355108,0.0,1877.9676041603088,1.9806632995605469,0.0,57.0,1168.7,70.3,88.5,54.07692307692308,0.3755656108597285,0.15100266270562482,0.0,2061.32346032216,3.516887463056124,0.0
GBM (default),config,cpu,2016-09,https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html,61.0,1154.2,48.4,46.6,53.049019607843135,0.38765859284890425,0.20469611239200888,0.0,9.322186521455354,1.1440442029167623,0.0,60.0,1150.6,55.4,58.6,53.64473684210526,0.38065015479876163,0.23061885321392206,0.0,8.557482913920754,0.7352644769768966,0.0,63.0,1142.1,58.4,63.7,54.983333333333334,0.36490196078431375,0.22071172847873258,0.0,8.108755548795065,0.7944694280624389,0.0,58.0,1200.0,175.5,176.9,48.625,0.43970588235294117,0.2677705709708826,0.0,10.24021053314209,0.5132459104061127,0.0,53.0,1208.7,64.3,87.0,51.30769230769231,0.4081447963800905,0.12892194691257036,0.0,11.557473989633413,2.3389387864332933,0.0
TA-NORI (default),config,gpu,2026-06-12,https://github.com/Synthefy/synthefy-nori,62.0,1154.2,91.5,84.2,53.049019607843135,0.38765859284890425,0.23874817223572428,0.7450980392156863,13.800132695366354,1.582021297193041,0.0,74.0,1000.0,63.1,84.9,65.98684210526316,0.23544891640866872,0.3036795444570855,1.0,4.080644030320017,0.13749531068299942,0.0,76.0,1000.0,76.4,95.3,66.56666666666666,0.22862745098039217,0.2825706904882605,1.0,3.698057786623637,0.14661488533020017,0.0,70.0,1000.0,90.0,197.2,63.8125,0.2610294117647059,0.3828377468401793,1.0,5.515342444181442,0.10329690575599666,0.0,12.0,1796.4,165.3,98.2,15.23076923076923,0.832579185520362,0.048948776511745264,0.0,42.210945716271034,5.804481873145471,0.0
RF (tuned),hpo,cpu,2001-10,https://link.springer.com/article/10.1023/A:1010933404324,63.0,1122.4,46.3,46.6,55.872549019607845,0.3544405997693195,0.22313037808807784,0.0,2227.1437476008546,0.2597549288880591,0.0,63.0,1131.7,59.6,59.9,55.3421052631579,0.3606811145510836,0.2453197398287211,0.0,2283.87174061725,0.2262354587253771,0.0,66.0,1111.0,60.1,65.5,57.733333333333334,0.3325490196078431,0.2425143441338119,0.0,2392.1128436724343,0.22272477149963377,0.0,53.0,1226.6,201.6,197.6,46.375,0.4661764705882353,0.2558399736846307,0.0,1877.9676041603088,0.23940053582191465,0.0,61.0,1119.1,84.4,118.0,57.42307692307692,0.33619909502262446,0.15826916684619757,0.0,2061.32346032216,0.35773491859436035,0.0
FASTAI (tuned),hpo,cpu,2017-09,https://arxiv.org/abs/2003.06505,64.0,1104.8,63.9,74.7,57.3921568627451,0.336562860438293,0.22868423622828496,0.0,6591.795950641819,1.031626776152966,0.0,62.0,1133.4,69.6,77.5,55.18421052631579,0.3625386996904025,0.24990855874237644,0.0,7277.4807652172285,1.090680348245721,0.0,60.0,1144.2,77.8,95.9,54.8,0.36705882352941177,0.2344105380584067,0.0,7408.853333028158,1.0077738920847574,0.0,63.0,1100.7,142.6,179.1,56.625,0.34558823529411764,0.3080261363072629,0.0,6784.833635926247,1.4015795588493347,0.0,67.0,1016.5,87.6,118.1,63.84615384615385,0.26063348416289595,0.1666439088794023,0.0,4587.4864926521595,0.8590086423433744,0.0
TA-ILTM (default),config,gpu,2025-11,https://arxiv.org/abs/2511.15941,65.0,1081.6,51.1,68.7,59.34313725490196,0.3136101499423299,0.23884097747884708,0.0,1513.0692572079454,159.21624170565138,0.0,61.0,1136.0,70.6,70.5,54.96052631578947,0.3651702786377709,0.25315263649818137,0.0,1395.6967683277633,148.76669456456838,0.0,58.0,1164.1,89.4,79.3,52.983333333333334,0.3884313725490196,0.23818043499561573,0.0,1499.502961230278,147.34802865187328,0.0,65.0,1021.4,108.3,189.4,62.375,0.27794117647058825,0.3092983921328026,0.0,1006.4235449433327,154.086691737175,0.0,79.0,854.9,87.9,132.7,72.15384615384616,0.16289592760180996,0.19700689726848525,0.0,1856.1580708577083,189.76107181035556,0.0
PB (tuned + ensemble),hpo,cpu,2024-05,https://perpetual-ml.com/,66.0,1080.0,57.1,65.3,59.48039215686274,0.3119953863898501,0.27533194715153464,0.0,5226.060197222467,16.079361976361742,0.0,69.0,1058.6,74.6,82.2,61.526315789473685,0.28792569659442724,0.3190342722620418,0.0,6281.992301062533,19.85563743741889,0.0,67.0,1106.0,82.3,109.1,58.166666666666664,0.32745098039215687,0.2608217046824234,0.0,2988.063416949908,20.40870436032613,0.0,79.0,812.4,88.9,181.1,74.125,0.13970588235294118,0.5373314006856109,0.0,18634.22561648488,17.781636476516724,0.0,56.0,1177.1,83.1,114.0,53.5,0.38235294117647056,0.14758668913620604,0.0,2139.489432151501,5.041018320963933,0.0
TABSTAR (tuned),hpo,gpu,2025-05,https://arxiv.org/abs/2505.18125,67.0,1074.6,85.6,89.0,59.92156862745098,0.30680507497116494,0.26297163809644214,0.0,159605.1733577906,41.48959353390862,0.0,64.0,1117.3,89.5,95.9,56.60526315789474,0.3458204334365325,0.2683169410300482,0.0,151284.04913680177,45.16523371244732,0.0,59.0,1146.9,96.3,102.6,54.55,0.37,0.25036691244151743,0.0,163495.07978549003,48.602297735214236,0.0,72.0,992.4,159.5,269.6,64.3125,0.2551470588235294,0.3356295482370384,0.0,105492.68420422077,32.27624362707138,0.0,76.0,909.8,237.3,340.1,69.61538461538461,0.19276018099547512,0.24734690644436294,0.0,183928.45954221947,30.745414550487812,0.0
[Leakage] TabSTAR_base (default),config,gpu,,,68.0,1073.0,68.5,71.6,60.05882352941177,0.30519031141868513,0.25878583629809165,0.0,1490.7153631191627,58.33853039554521,0.0,66.0,1102.3,69.7,85.0,57.89473684210526,0.3306501547987616,0.2694357525143381,0.0,1458.4098778712123,63.81392401770542,0.0,65.0,1127.0,72.5,98.9,56.333333333333336,0.34901960784313724,0.251993632212156,0.0,1544.2954199790954,68.62336386839549,0.0,68.0,1000.9,117.5,146.2,63.75,0.26176470588235295,0.3348437036475209,0.0,1136.33909496665,45.778524577617645,0.0,73.0,971.9,223.7,245.4,66.38461538461539,0.23076923076923078,0.227655311973679,0.0,1585.146781536249,42.33353365384615,0.0
TABSTAR (tuned + ensemble),hpo,gpu,2025-05,https://arxiv.org/abs/2505.18125,69.0,1072.1,84.8,93.4,60.127450980392155,0.30438292964244523,0.26410875770899656,0.0,159605.1733577906,127.37209558019451,0.0,65.0,1106.8,90.4,98.8,57.51315789473684,0.3351393188854489,0.27045985989214527,0.0,151284.04913680177,119.47992348043542,0.0,64.0,1136.8,104.0,108.2,55.46666666666667,0.3592156862745098,0.25225103149297756,0.0,163495.07978549003,114.3131270011266,0.0,73.0,978.8,147.4,236.7,65.1875,0.24485294117647058,0.33874296638902435,0.0,105492.68420422077,138.85541027784348,0.0,75.0,946.1,244.5,338.1,67.76923076923077,0.21447963800904976,0.24554399748133093,0.0,183928.45954221947,150.44152171795184,0.0
TA-ORION-MSP (default),config,gpu,2025-11,https://arxiv.org/abs/2511.02818,70.0,1048.1,49.0,52.7,62.05882352941177,0.2816608996539792,0.24686695190874258,0.2549019607843137,260.40197305118335,48.29970676291223,0.0,68.0,1063.6,60.3,69.5,61.11842105263158,0.29272445820433435,0.2727369646937459,0.0,346.1940685824344,64.7165860125893,0.0,69.0,1085.4,70.4,85.5,59.916666666666664,0.30686274509803924,0.249755644848754,0.0,372.5638467311859,70.87527935504913,0.0,74.0,971.8,115.1,177.3,65.625,0.23970588235294119,0.3589169141124655,0.0,247.30740052461624,41.621485978364944,0.0,68.0,1000.0,54.0,98.6,64.8076923076923,0.2493212669683258,0.1712469145371944,1.0,9.625078421372633,0.3119058792407696,0.0
[Leakage] TabSTAR_correct (default),config,gpu,,,71.0,1044.7,66.0,92.5,62.3235294117647,0.27854671280276816,0.27513063284951955,0.0,1512.874836954416,58.0305299244675,0.0,67.0,1082.6,72.8,101.2,59.56578947368421,0.3109907120743034,0.28787518073890417,0.0,1439.6576379976775,63.61101876434527,0.0,68.0,1100.4,97.1,119.5,58.65,0.32176470588235295,0.27919045125724506,0.0,1521.2060496966044,68.48865668773651,0.0,67.0,1012.2,98.4,161.3,63.0,0.27058823529411763,0.32044291629512567,0.0,1133.8510941267014,45.31987655162811,0.0,77.0,893.8,95.6,180.8,70.38461538461539,0.18371040723981902,0.23787733901901073,0.0,1726.8943415971903,41.71833177713248,0.0
NN_TORCH (default),config,cpu,2019-12,https://arxiv.org/abs/2003.06505,72.0,1040.3,49.1,64.3,62.666666666666664,0.27450980392156865,0.24382832136966193,0.0,73.82550601865731,0.5703827493331012,0.0,70.0,1046.6,57.5,79.4,62.473684210526315,0.27678018575851393,0.2723477267297079,0.0,47.78759841542495,0.6881854220440513,0.0,72.0,1055.5,66.9,69.9,62.36666666666667,0.2780392156862745,0.25536172602515256,0.0,48.768245069185895,0.7600379387537638,0.0,66.0,1014.0,139.4,186.2,62.875,0.27205882352941174,0.3360452293717907,0.0,44.11017346382141,0.4187384843826294,0.0,65.0,1026.9,85.7,142.1,63.23076923076923,0.2678733031674208,0.16046390570183514,0.0,149.93631285887497,0.2260364752549391,0.0
PB (tuned),hpo,cpu,2024-05,https://perpetual-ml.com/,73.0,1034.7,53.9,60.0,63.09803921568628,0.26943483275663205,0.2884049595348836,0.0,5226.060197222467,5.5724157305324775,0.0,72.0,1007.6,66.6,90.8,65.4342105263158,0.24195046439628484,0.3341141851284887,0.0,6281.992301062533,7.06072839937712,0.0,71.0,1055.5,67.9,97.3,62.36666666666667,0.2780392156862745,0.27016342558857165,0.0,2988.063416949908,7.17722274462382,0.0,83.0,741.9,96.1,178.4,76.9375,0.10661764705882353,0.5739295334031776,0.0,18634.22561648488,6.623874604701996,0.0,60.0,1136.4,68.5,111.5,56.26923076923077,0.3497737556561086,0.1547933770304993,0.0,2139.489432151501,1.2219633139096773,0.0
XRFM_GPU (default),config,gpu,2025-08,https://arxiv.org/abs/2508.10053,74.0,1028.9,64.5,75.1,63.549019607843135,0.26412918108419836,0.27247054838221274,0.0,43.17065006143906,3.806738212996838,0.0,79.0,975.8,79.2,87.8,67.6842105263158,0.2154798761609907,0.31498463649217096,0.0,47.977339493600944,4.535712706415277,0.0,83.0,935.6,85.4,105.6,70.83333333333333,0.1784313725490196,0.3131239382047067,0.0,52.280686831474306,4.749988094965617,0.0,62.0,1110.5,176.0,251.7,55.875,0.35441176470588237,0.3219622550701619,0.0,31.83978697657585,3.7321799993515015,0.0,54.0,1206.5,130.3,145.5,51.46153846153846,0.4063348416289593,0.14819859852233488,0.0,29.120327105888954,1.6758896937737098,0.0
XT (default),config,cpu,2006,https://link.springer.com/article/10.1007/s10994-006-6226-1,75.0,1004.1,64.2,70.4,65.3921568627451,0.24244521337946945,0.26799881525429664,0.0,11.472845844194001,0.7438222987979066,0.0,78.0,984.9,80.8,94.5,67.05263157894737,0.22291021671826625,0.30381226588570254,0.0,9.081802154842176,0.7252910325401708,0.0,78.0,995.8,89.4,114.2,66.86666666666666,0.22509803921568627,0.28008585559138294,0.0,9.19324312210083,0.7435471534729003,0.0,75.0,936.8,122.2,201.0,67.75,0.21470588235294116,0.3927863044894012,0.0,8.663898527622223,0.6568305790424347,0.0,63.0,1070.8,94.5,125.0,60.53846153846154,0.2995475113122172,0.16331334417787943,0.0,18.46205047460703,0.7979906155512884,0.0
RF (default),config,cpu,2001-10,https://link.springer.com/article/10.1023/A:1010933404324,76.0,1000.0,57.9,59.2,65.68627450980392,0.23898500576701268,0.2699222074186819,0.0,5.493931228039312,0.181952906589882,0.0,75.0,1000.0,63.1,84.9,65.98684210526316,0.23544891640866872,0.3036795444570855,0.0,4.080644030320017,0.13749531068299942,0.0,75.0,1000.0,76.4,95.3,66.56666666666666,0.22862745098039217,0.2825706904882605,0.0,3.698057786623637,0.14661488533020017,0.0,69.0,1000.0,90.0,197.2,63.8125,0.2610294117647059,0.3828377468401793,0.0,5.515342444181442,0.10329690575599666,0.0,71.0,1000.0,54.0,98.6,64.8076923076923,0.2493212669683258,0.1712469145371944,0.0,9.625078421372633,0.3119058792407696,0.0
TABFLEX_GPU (default),config,gpu,2025-06,https://arxiv.org/abs/2506.05584,77.0,980.7,71.4,77.5,67.04901960784314,0.2229527104959631,0.29073233957796357,0.2549019607843137,8.42787161060408,0.6632513859692741,0.0,80.0,973.8,75.8,115.0,67.8157894736842,0.21393188854489165,0.33160893235506883,0.0,8.018300859551681,0.7834485330079731,0.0,74.0,1011.1,96.9,120.1,65.76666666666667,0.2380392156862745,0.3036009777887161,0.0,7.647510631879171,0.7900475899378459,0.0,82.0,779.7,116.9,243.2,75.5,0.12352941176470589,0.43663876197889173,0.0,9.408764213323593,0.7587020695209503,0.0,70.0,1000.0,54.0,98.6,64.8076923076923,0.2493212669683258,0.1712469145371944,1.0,9.625078421372633,0.3119058792407696,0.0
FASTAI (default),config,cpu,2017-09,https://arxiv.org/abs/2003.06505,78.0,980.0,60.4,73.3,67.09803921568627,0.2223760092272203,0.2651469839479224,0.0,27.62558492492227,1.0500701642503925,0.0,73.0,1003.1,66.4,68.4,65.76315789473684,0.23808049535603715,0.28554840404716575,0.0,30.567647507316188,1.0886577556007786,0.0,73.0,1020.5,67.5,94.6,65.06666666666666,0.24627450980392157,0.26109935375908877,0.0,30.746722372372947,1.170029838879903,0.0,76.0,926.0,138.5,239.8,68.375,0.2073529411764706,0.37723234262745464,0.0,29.896116763353348,0.7835124433040619,0.0,78.0,880.7,88.1,148.0,71.0,0.17647058823529413,0.20551206365782645,0.0,19.02570968407851,0.9372756664569561,0.0
TABSTAR (default),config,gpu,2025-05,https://arxiv.org/abs/2505.18125,79.0,974.0,103.1,114.2,67.50980392156863,0.21753171856978085,0.31823325521583695,0.0,2131.1752908744065,51.58516402805553,1.0,71.0,1017.8,108.4,121.2,64.6842105263158,0.25077399380804954,0.3318658989172947,0.0,2149.235812444436,58.57104012213255,1.0,70.0,1059.6,115.3,144.1,62.03333333333333,0.2819607843137255,0.301318567779367,0.0,2268.1534415165584,63.17248384952545,1.0,80.0,800.8,105.7,250.3,74.625,0.1338235294117647,0.4464183906845234,0.0,1703.294703423977,41.31562614440918,0.0,81.0,762.0,262.6,346.2,75.76923076923077,0.12036199095022625,0.278383989011576,0.0,2078.38299705432,31.164910829984226,0.0
KNN (tuned + ensemble),hpo,cpu,1951,https://scikit-learn.org/stable/modules/neighbors.html,80.0,970.6,59.9,84.1,67.73529411764706,0.214878892733564,0.2850087201236052,0.0,7479.34973449333,300.71385903451954,0.0,76.0,1000.0,68.7,100.4,65.98684210526316,0.23544891640866872,0.3074460493102777,0.0,8993.579512614953,399.2450664106168,0.0,79.0,994.6,57.2,87.3,66.95,0.22411764705882353,0.2801668628141581,0.0,10955.007892775535,501.8776347955068,0.0,64.0,1021.4,287.7,366.2,62.375,0.27794117647058825,0.40974299867072606,0.0,1638.2230870127678,14.372934967279434,0.0,80.0,838.7,122.8,169.3,72.84615384615384,0.15475113122171946,0.2194226809625626,0.0,3053.139613830126,12.699560550542978,0.0
PB (default),config,cpu,2024-05,https://perpetual-ml.com/,81.0,942.1,60.7,83.9,69.59803921568627,0.19296424452133795,0.33798500630687894,0.0,767.2502326310849,0.5092810182010427,0.0,83.0,936.3,87.7,116.0,70.25,0.18529411764705883,0.3896585222745148,0.0,967.3671145941082,0.6432883739471436,0.0,80.0,980.9,80.4,118.6,67.9,0.21294117647058824,0.32631565834482684,0.0,377.32881018320717,0.4555264711380005,0.0,85.0,676.5,114.2,341.2,79.0625,0.08161764705882353,0.6271942620108447,0.0,3180.0107561349873,1.34739550948143,0.0,74.0,947.6,104.5,164.5,67.6923076923077,0.2153846153846154,0.18693934424763575,0.0,182.29319304686325,0.11756720909705523,0.0
LR (tuned + ensemble),hpo,cpu,1958,https://scikit-learn.org/stable/modules/linear_model.html,82.0,902.0,77.1,100.6,72.0,0.16470588235294117,0.3496804089514244,0.0,1273.2449920598199,1.4999811555825027,0.0,81.0,966.6,85.5,103.9,68.30263157894737,0.20820433436532507,0.3411955267391226,0.0,1375.2623338260148,1.7403750545100163,0.0,81.0,979.5,94.1,117.3,68.0,0.21176470588235294,0.31487417809256785,0.0,1303.3937757730484,1.9442285855611166,0.0,77.0,907.1,82.0,230.5,69.4375,0.1948529411764706,0.43990058416370287,0.0,1644.7694265246391,0.9759243130683899,0.0,84.0,449.7,108.0,393.2,82.8076923076923,0.03755656108597285,0.3744823723412297,0.0,975.0404545894036,0.797291297179002,0.0
LR (tuned),hpo,cpu,1958,https://scikit-learn.org/stable/modules/linear_model.html,83.0,880.4,83.5,111.8,73.18627450980392,0.15074971164936563,0.35502205483209104,0.0,1273.2449920598199,0.3585918884651333,0.0,82.0,945.8,87.9,108.7,69.65789473684211,0.19226006191950465,0.34774344583380135,0.0,1375.2623338260148,0.4336510833941008,0.0,82.0,958.2,93.7,122.1,69.41666666666667,0.19509803921568628,0.3206937846550237,0.0,1303.3937757730484,0.496861704190572,0.0,78.0,886.2,82.5,239.1,70.5625,0.18161764705882352,0.4491796752542177,0.0,1644.7694265246391,0.19661125540733335,0.0,85.0,394.2,119.9,542.5,83.5,0.029411764705882353,0.37629798882709153,0.0,975.0404545894036,0.13918808790353623,0.0
KNN (tuned),hpo,cpu,1951,https://scikit-learn.org/stable/modules/neighbors.html,84.0,824.1,68.1,92.5,75.94117647058823,0.11833910034602076,0.34217001044682016,0.0,7479.34973449333,29.79767501120474,0.0,85.0,842.0,90.8,110.4,75.36842105263158,0.12507739938080495,0.37703026326393324,0.0,8993.579512614953,39.686601174505135,0.0,85.0,848.3,47.1,80.5,75.53333333333333,0.12313725490196079,0.33815256337755084,0.0,10955.007892775535,49.95884948571523,0.0,81.0,797.9,315.2,518.1,74.75,0.1323529411764706,0.5228216378378674,0.0,1638.2230870127678,1.16567000746727,0.0,82.0,703.9,88.9,149.9,77.61538461538461,0.09864253393665158,0.24027080990448976,0.0,3053.139613830126,0.891583149249737,0.0
LR (default),config,cpu,1958,https://scikit-learn.org/stable/modules/linear_model.html,85.0,821.0,76.7,103.7,76.07843137254902,0.11672433679354094,0.3798654054026091,0.0,6.458335193933225,0.44977833710464776,0.0,84.0,887.0,77.0,101.2,73.10526315789474,0.15170278637770898,0.372852129003746,0.0,7.11378830985019,0.52793540452656,0.0,84.0,919.4,85.9,107.1,71.8,0.16705882352941176,0.33723361787883893,0.0,6.711167033513387,0.6109660387039184,0.0,84.0,710.9,88.5,271.8,78.0,0.09411764705882353,0.5064215457221475,0.0,8.623618096113205,0.21657052636146543,0.0,86.0,258.5,134.0,476.1,84.76923076923077,0.014479638009049774,0.400365751799286,0.0,4.54239531663748,0.2213192169482891,0.0
KNN (default),config,cpu,1951,https://scikit-learn.org/stable/modules/neighbors.html,86.0,611.3,74.9,105.8,82.52941176470588,0.04083044982698962,0.4633530930389565,0.0,2.5689965322905897,0.6719373347712498,0.0,86.0,560.6,104.3,134.0,83.47368421052632,0.029721362229102165,0.5173564630665837,0.0,2.913053694524263,0.7401255369186401,0.0,86.0,606.9,97.0,162.6,82.93333333333334,0.03607843137254902,0.4628150396596934,0.0,2.4038267691930133,0.8061688899993896,0.0,86.0,182.3,113.6,2496.3,85.5,0.0058823529411764705,0.7218868008424223,0.0,4.822654664516449,0.49246296286582947,0.0,83.0,620.7,133.3,226.9,79.76923076923077,0.07330316742081448,0.3054970883428155,0.0,1.5632909811460054,0.47261797464810884,0.0
[Leakage] TabSTAR_wrong (default),config,gpu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
