model,dataset_size,dataset,fold,test_score,Created
TabDPT 6️⃣,10000,REG_HOUSES_CALIFORNIA_PRICES_2020,8,0.8324488646245006,2025-10-10T03:07:14.000Z
TabDPT 6️⃣,10000,REG_HOUSES_CALIFORNIA_PRICES_2020,7,0.7995210171967411,2025-10-10T03:02:21.000Z
TabDPT 6️⃣,10000,REG_HOUSES_CALIFORNIA_PRICES_2020,6,0.8013067624129531,2025-10-10T03:02:10.000Z
TabDPT 6️⃣,10000,REG_HOUSES_CALIFORNIA_PRICES_2020,5,0.8130500862994761,2025-10-10T02:59:37.000Z
TabDPT 6️⃣,10000,REG_HOUSES_CALIFORNIA_PRICES_2020,4,0.8333753398448517,2025-10-10T02:59:36.000Z
TabDPT 6️⃣,10000,REG_HOUSES_CALIFORNIA_PRICES_2020,3,0.8014787437099385,2025-10-10T02:54:43.000Z
TabDPT 6️⃣,10000,REG_HOUSES_CALIFORNIA_PRICES_2020,2,0.8176798099490241,2025-10-10T02:54:32.000Z
TabDPT 6️⃣,10000,REG_HOUSES_CALIFORNIA_PRICES_2020,1,0.8066090607989103,2025-10-10T02:51:59.000Z
TabDPT 6️⃣,10000,REG_HOUSES_CALIFORNIA_PRICES_2020,0,0.8194686411642542,2025-10-10T02:51:58.000Z
TabDPT 6️⃣,10000,REG_CONSUMER_JC_PENNEY_PRODUCT_PRICE,9,0.931841131857232,2025-10-10T02:51:04.000Z
TabDPT 6️⃣,10000,REG_CONSUMER_JC_PENNEY_PRODUCT_PRICE,8,0.9500140366488344,2025-10-10T02:50:58.000Z
TabDPT 6️⃣,10000,REG_CONSUMER_JC_PENNEY_PRODUCT_PRICE,7,0.9491596863256432,2025-10-10T02:48:25.000Z
TabDPT 6️⃣,10000,REG_CONSUMER_JC_PENNEY_PRODUCT_PRICE,6,0.9688165778418826,2025-10-10T02:48:19.000Z
TabDPT 6️⃣,10000,REG_CONSUMER_JC_PENNEY_PRODUCT_PRICE,5,0.9490660421480246,2025-10-10T02:47:25.000Z
TabDPT 6️⃣,10000,REG_CONSUMER_JC_PENNEY_PRODUCT_PRICE,4,0.953568628603336,2025-10-10T02:47:20.000Z
TabDPT 6️⃣,10000,REG_CONSUMER_JC_PENNEY_PRODUCT_PRICE,3,0.940931361987606,2025-10-10T02:44:47.000Z
TabDPT 6️⃣,10000,REG_CONSUMER_JC_PENNEY_PRODUCT_PRICE,2,0.9591477538555984,2025-10-10T02:44:40.000Z
TabDPT 6️⃣,10000,REG_CONSUMER_JC_PENNEY_PRODUCT_PRICE,1,0.9374833164909198,2025-10-10T02:41:08.000Z
TabDPT 6️⃣,10000,REG_CONSUMER_JC_PENNEY_PRODUCT_PRICE,0,0.9337443857911448,2025-10-10T02:41:06.000Z
TabDPT 6️⃣,10000,REG_CONSUMER_MERCARI_ONLINE_MARKETPLACE,9,0.4856051806634193,2025-10-10T02:40:03.000Z
TabDPT 6️⃣,10000,REG_CONSUMER_MERCARI_ONLINE_MARKETPLACE,8,0.4424266067442242,2025-10-10T02:39:52.000Z
TabDPT 6️⃣,10000,REG_CONSUMER_MERCARI_ONLINE_MARKETPLACE,7,0.4748533186511376,2025-10-10T02:33:45.000Z
TabDPT 6️⃣,10000,REG_CONSUMER_MERCARI_ONLINE_MARKETPLACE,6,0.4559039604038994,2025-10-10T02:33:44.000Z
TabDPT 6️⃣,10000,REG_CONSUMER_MERCARI_ONLINE_MARKETPLACE,5,0.4848914849517041,2025-10-10T02:32:40.000Z
TabDPT 6️⃣,10000,REG_CONSUMER_MERCARI_ONLINE_MARKETPLACE,4,0.4939429608796358,2025-10-10T02:32:29.000Z
TabDPT 6️⃣,10000,REG_CONSUMER_MERCARI_ONLINE_MARKETPLACE,3,0.4703673110126838,2025-10-10T02:26:23.000Z
