"Name","model","fold","dataset","test_score","State","User","Created","Runtime","timestamp","train_examples","metrics_dict.metrics.1-mse","metrics_dict.metrics.r2","metrics_dict.metrics.auc","finetune_exp","is_text","optuna_best_params.d_block","optuna_best_params.dropout","optuna_best_params.lr","optuna_best_params.n_blocks","optuna_best_params.n_threads","optuna_best_params.weight_decay","optuna_n_trials","run_num","score"
"tabm_MUL_FOOD_MICHELIN_GUIDE_RESTAURANTS_8","TabM Ⓜ️","8","MUL_FOOD_MICHELIN_GUIDE_RESTAURANTS","0.9055978579696596","finished","","2025-10-08T10:15:02.000Z","32","2025-10-08 13:15:32","10000","","","0.9055978579696596","","","","","","","","","","",""
"tabm_MUL_FOOD_MICHELIN_GUIDE_RESTAURANTS_9","TabM Ⓜ️","9","MUL_FOOD_MICHELIN_GUIDE_RESTAURANTS","0.9092574621948618","finished","","2025-10-08T10:15:40.000Z","42","2025-10-08 13:16:06","10000","","","0.9092574621948618","","","","","","","","","","",""
"tabm_MUL_FOOD_WINE_REVIEW_0","TabM Ⓜ️","0","MUL_FOOD_WINE_REVIEW","0.9755470710807084","finished","","2025-10-08T10:15:46.000Z","31","2025-10-08 13:16:05","10000","","","0.9755470710807084","","","","","","","","","","",""
"tabm_MUL_FOOD_WINE_REVIEW_1","TabM Ⓜ️","1","MUL_FOOD_WINE_REVIEW","0.9766931587798148","finished","","2025-10-08T10:19:20.000Z","30","2025-10-08 13:19:48","10000","","","0.9766931587798148","","","","","","","","","","",""
"tabm_MUL_FOOD_WINE_REVIEW_2","TabM Ⓜ️","2","MUL_FOOD_WINE_REVIEW","0.9789982166532148","finished","","2025-10-08T10:19:18.000Z","41","2025-10-08 13:19:57","10000","","","0.9789982166532148","","","","","","","","","","",""
"tabm_MUL_FOOD_WINE_REVIEW_3","TabM Ⓜ️","3","MUL_FOOD_WINE_REVIEW","0.976768444282142","finished","","2025-10-08T10:19:30.000Z","38","2025-10-08 13:20:06","10000","","","0.976768444282142","","","","","","","","","","",""
"tabm_MUL_FOOD_WINE_REVIEW_4","TabM Ⓜ️","4","MUL_FOOD_WINE_REVIEW","0.97873385401244","finished","","2025-10-08T10:19:29.000Z","37","2025-10-08 13:19:56","10000","","","0.97873385401244","","","","","","","","","","",""
"tabm_MUL_FOOD_WINE_REVIEW_5","TabM Ⓜ️","5","MUL_FOOD_WINE_REVIEW","0.9770193681840336","finished","","2025-10-08T10:16:40.000Z","24","2025-10-08 13:16:57","10000","","","0.9770193681840336","","","","","","","","","","",""
"tabm_MUL_FOOD_WINE_REVIEW_6","TabM Ⓜ️","6","MUL_FOOD_WINE_REVIEW","0.9792089527423908","finished","","2025-10-08T10:17:32.000Z","23","2025-10-08 13:17:48","10000","","","0.9792089527423908","","","","","","","","","","",""
"tabm_MUL_FOOD_WINE_REVIEW_7","TabM Ⓜ️","7","MUL_FOOD_WINE_REVIEW","0.9780249231811652","finished","","2025-10-08T10:18:16.000Z","17","2025-10-08 13:18:32","10000","","","0.9780249231811652","","","","","","","","","","",""
"tabm_MUL_FOOD_WINE_REVIEW_8","TabM Ⓜ️","8","MUL_FOOD_WINE_REVIEW","0.9785203557274342","finished","","2025-10-08T10:18:16.000Z","34","2025-10-08 13:18:32","10000","","","0.9785203557274342","","","","","","","","","","",""
"tabm_MUL_FOOD_WINE_REVIEW_9","TabM Ⓜ️","9","MUL_FOOD_WINE_REVIEW","0.9786136889673648","finished","","2025-10-08T10:19:51.000Z","32","2025-10-08 13:20:21","10000","","","0.9786136889673648","","","","","","","","","","",""
"tabm_MUL_FOOD_YELP_REVIEWS_0","TabM Ⓜ️","0","MUL_FOOD_YELP_REVIEWS","0.8746919868761474","finished","","2025-10-08T10:18:59.000Z","18","2025-10-08 13:19:16","10000","","","0.8746919868761474","","","","","","","","","","",""
"tabm_MUL_FOOD_YELP_REVIEWS_1","TabM Ⓜ️","1","MUL_FOOD_YELP_REVIEWS","0.8766324581865638","finished","","2025-10-08T10:20:10.000Z","18","2025-10-08 13:20:27","10000","","","0.8766324581865638","","","","","","","","","","",""
"tabm_MUL_FOOD_YELP_REVIEWS_2","TabM Ⓜ️","2","MUL_FOOD_YELP_REVIEWS","0.881074577324318","finished","","2025-10-08T10:20:19.000Z","18","2025-10-08 13:20:36","10000","","","0.881074577324318","","","","","","","","","","",""
"tabm_MUL_FOOD_YELP_REVIEWS_3","TabM Ⓜ️","3","MUL_FOOD_YELP_REVIEWS","0.8781943003634447","finished","","2025-10-08T10:20:20.000Z","18","2025-10-08 13:20:37","10000","","","0.8781943003634447","","","","","","","","","","",""
"tabm_MUL_FOOD_YELP_REVIEWS_4","TabM Ⓜ️","4","MUL_FOOD_YELP_REVIEWS","0.8761222342852497","finished","","2025-10-08T10:23:55.000Z","34","2025-10-08 13:24:27","10000","","","0.8761222342852497","","","","","","","","","","",""
"tabm_MUL_FOOD_YELP_REVIEWS_5","TabM Ⓜ️","5","MUL_FOOD_YELP_REVIEWS","0.8744668055841605","finished","","2025-10-08T10:24:41.000Z","36","2025-10-08 13:25:14","10000","","","0.8744668055841605","","","","","","","","","","",""
"tabm_MUL_FOOD_YELP_REVIEWS_6","TabM Ⓜ️","6","MUL_FOOD_YELP_REVIEWS","0.8735906370610502","finished","","2025-10-08T10:24:46.000Z","35","2025-10-08 13:25:20","10000","","","0.8735906370610502","","","","","","","","","","",""
"tabm_MUL_FOOD_YELP_REVIEWS_7","TabM Ⓜ️","7","MUL_FOOD_YELP_REVIEWS","0.8641293209422811","finished","","2025-10-08T10:24:44.000Z","32","2025-10-08 13:25:14","10000","","","0.8641293209422811","","","","","","","","","","",""
"tabm_MUL_FOOD_YELP_REVIEWS_8","TabM Ⓜ️","8","MUL_FOOD_YELP_REVIEWS","0.8711054405449394","finished","","2025-10-08T10:22:34.000Z","20","2025-10-08 13:22:52","10000","","","0.8711054405449394","","","","","","","","","","",""
"tabm_MUL_FOOD_YELP_REVIEWS_9","TabM Ⓜ️","9","MUL_FOOD_YELP_REVIEWS","0.8764212628568341","finished","","2025-10-08T10:22:34.000Z","19","2025-10-08 13:22:52","10000","","","0.8764212628568341","","","","","","","","","","",""
